borrower_id,first_name,last_name,age,gender,marital_status,distance_from_branch_miles,education_level,occupation_sector,num_previous_lenders,total_employment_years,account_open_date,default_flag
54,Emily,Gonzalez,,Female,Single,2.0,Bachelor's,Medical,1.0,2.0,2022-01-01,1
55,Daniel,Davis,48.0,Male,Married,2.0,Bachelor's,Medical,5.0,33.0,2020-01-01,0
56,Barbara,Taylor,42.0,F,Married,2.0,Master's,Life Sciences,1.0,11.0,2014-01-01,1
57,Donald,Williams,,Mail,Single,6.0,Bachelor's,life sciences,7.0,25.3,2004-01-01,0
58,Patricia,Brown,34.0,Female,Married,1.0,master's,Medical,0.0,4.0,2020-12-31,0
59,William,Garcia,43.0,Male,Married,4.0,Some College,Life Science,1.0,9.9,2015-01-01,0
60,Anthony,Martin,38.0,Male,Single,23.0,Bachelor's,Life Sciences,0.0,11.0,2015-01-01,0
61,Robert,Gonzalez,26.0,Male,Married,3.0,Master's,Medical,1.0,8.0,2016-01-01,0
62,Matthew,Martin,42.0,Male,Single,29.0,Bachelor's,Medical,4.0,,2023-01-01,0
63,Sandra,Taylor,30.0,Female,married,1.0,Bachelor's,Life Sciences,6.0,5.0,2020-12-31,0
64,Charles,Moore,25.0,Mail,Marriied,17.0,Bachelor's,Technical Degree,0.0,6.0,2019-01-01,0
65,Mary,Brown,33.0,FEMALE,Single,26.0,Master's,Life Sciences,1.0,9.0,2015-01-01,1
66,Kimberly,Rodriguez,41.0,Female,Single,28.0,Bachleors,Medical,4.0,18.0,2020-12-31,0
67,Christopher,Brown,33.0,Maale,Single,8.0,Doctoral/Professional,Life Siences,2.0,15.4,2024-01-01,0
68,Karen,Wilson,34.0,Femaale,single,2.0,Master's,Life Sciences,3.0,,2011-01-01,0
69,David,Anderson,24.0,Male,Married,2.0,Some College,Medical,1.0,8.0,2016-01-01,0
70,Mary,Rodriguez,51.0,Female,Single,11.0,Some College,Technical Degree,3.0,29.0,2019-01-01,0
71,Steven,Garcia,32.0,Male,Married,5.0,Some College,Life Sciences,1.0,10.0,2014-01-01,0
72,Dorothy,Brown,28.0,Female,Single,2.0,Bachelor's,Life Sciences,2.0,12.1,2019-01-01,0
73,Thomas,Taylor,47.0,Male,Marriied,4.0,Some College,Medical,2.0,25.3,2023-01-01,0
75,Barbara,Lopez,42.0,Female,MARRIED,7.0,Master's,MEDICAL,3.0,26.4,2001-12-31,0
76,Elizabeth,Moore,27.0,Female,Married,8.0,bachelor's,Medical,7.0,5.5,2020-12-31,0
78,Kenneth,Hernandez,31.0,mAle,Married,20.0,Bachelor's,Life Sciences,3.0,13.2,2023-01-01,1
81,Karen,Davis,,Female,SINGLE,14.0,Bachelor's,Medical,1.0,0.0,2024-01-01,0
82,John,Davis,23.0,Male,Divorced,2.0,No Degree,Tech Degree,3.0,3.3,2024-01-01,0
83,Emily,Williams,30.0,Female,Single,3.0,Some College,Life Sciences,3.0,,2016-12-31,0
84,Jennifer,Thomas,40.0,Female,Divorced,,Bachelor's,Life Sciences,4.0,13.2,2019-01-01,0
85,Robert,Moore,41.0,Male,divored,10.0,Bachelor's,Life Sciences,4.0,23.1,2016-12-31,0
86,William,Jones,53.0,mAle,Single,2.0,No Degree,Medical,7.0,34.1,2015-01-01,0
87,Donald,Moore,31.0,Male,Single,2.0,Bachelor's,Medical,4.0,7.0,2023-01-01,0
88,David,Rodriguez,25.0,Male,Married,2.0,NO DEGREE,Medical,9.0,6.6,2022-01-01,0
90,Anthony,Miller,53.0,mAle,Married,7.0,Bachelor's,Life Sciences,,32.0,2019-01-01,0
91,Paul,Miller,33.0,Male,Married,18.0,Doctoral/Professional,Life Sciences,1.0,9.9,,0
92,Thomas,Gonzalez,45.0,Male,Divorced,7.0,Bachelor's,Life Sciences,1.0,26.4,2000-01-01,0
94,Dorothy,Anderson,45.0,Female,Singel,28.0,SOME COLLEGE,Technical Degree,1.0,23.1,2003-01-01,0
95,Linda,Davis,47.0,Femle,Married,2.0,Some College,Marketing,0.0,8.8,2016-12-31,0
97,Christopher,Smith,33.0,MALE,Divorced,11.0,Some College,Marketing,1.0,5.0,2019-01-01,0
98,Andrew,Moore,39.0,Male,Married,7.0,Some College,Medical,1.0,23.1,2003-01-01,0
99,Joseph,Jackson,29.0,Male,Divorced,7.0,Bachelor's,MARKETING,4.0,,2016-12-31,0
101,Robert,Johnson,,Male,Single,9.0,Master's,Life Sciences,1.0,7.0,2016-12-31,0
102,Joseph,Williams,26.0,Mail,Single,2.0,Master,Life Sciences,2.0,5.5,2024-01-01,1
103,John,Hernandez,34.0,Male,Single,7.0,Bachelor's,Life Sciences,1.0,9.0,2015-01-01,1
104,Jennifer,Taylor,,Femle,Married,26.0,Master's,Marketing,2.0,29.0,2004-01-01,0
105,Joseph,Rodriguez,55.0,Maale,MARRIED,20.0,Some College,Technical Degree,3.0,13.2,2014-01-01,0
106,Ashley,Miller,46.0,Female,Divorced,22.0,Bachelor's,Medical,3.0,24.0,2001-12-31,0
107,Paul,Jones,31.0,Male,Single,2.0,Bachelor's,Life Sciences,0.0,4.0,2020-12-31,0
108,Andrew,Jackson,31.0,Male,Divorced,9.0,No degree,Life Sciences,1.0,13.0,2011-01-01,0
109,Ashley,Davis,46.0,Female,Divorcd,3.0,Bachelor's,Technical Degree,2.0,27.5,2004-12-31,0
110,Donald,Wilson,39.0,M,Single,6.0,Bachelor's,Marketing,1.0,11.0,2014-01-01,0
111,Richard,Brown,42.0,Male,Married,2.0,Bachelor's,Life Sciences,2.0,24.0,2004-01-01,0
113,Nancy,Wilson,40.0,feMALE,Single,9.0,Master's,medical,,22.0,2006-01-01,0
116,John,Gonzalez,31.0,Male,Married,26.0,Master's,Marketing,1.0,10.0,2014-01-01,1
117,Christopher,Brown,42.0,Male,Married,3.0,Master's,Other,4.0,28.6,2022-01-01,0
119,Richard,Moore,34.0,MALE,Single,2.0,Bachelor's,Other,1.0,6.6,2017-12-31,0
120,Sandra,Jones,35.0,Female,Married,28.0,Mastr's,Life Sciences,0.0,6.6,2019-01-01,1
121,Anthony,Garcia,39.0,MALE,Married,9.0,Some college,Medical,1.0,10.0,2014-01-01,0
122,Charles,Anderson,21.0,Male,Single,5.0,No Degree,Medical,1.0,2.0,2022-01-01,0
123,Joseph,Williams,34.0,Mail,Married,3.0,Some College,Human Resources,0.0,,2020-12-31,0
124,Mark,Moore,29.0,Male,Married,23.0,Bachelor,Medicall,0.0,10.0,2015-01-01,0
125,Linda,Johnson,,Femaale,Divorced,2.0,master's,Life Sciences,1.0,10.0,2014-01-01,0
127,Robert,Davis,46.0,Male,Marriied,,Master's,Medical,4.0,13.0,2024-01-01,0
128,Elizabeth,Wilson,25.0,Femaale,Marriied,1.0,Some College,Life Sciences,1.0,9.9,2015-01-01,0
129,Donald,Thomas,25.0,Male,Single,24.0,No Degre,Life Sciences,1.0,1.0,,1
130,Susan,Gonzalez,57.0,Femaale,Single,3.0,Bachelor's,Life Sciences,5.0,13.0,2017-12-31,0
132,Matthew,Smith,35.0,Male,divorced,14.0,Master's,Other,1.0,5.0,,1
133,Matthew,Rodriguez,25.0,Male,Married,3.0,No Degree,Other,1.0,5.5,2019-01-01,0
134,Sandra,Martinez,36.0,Female,Married,17.0,No degree,Life Sciences,0.0,22.0,2004-12-31,0
135,Margaret,Moore,,Female,Divorcd,2.0,Master's,Life Sciences,1.0,1.1,2023-01-01,0
136,Ashley,Jones,22.0,Female,Married,13.0,Some college,Life Sciences,1.0,1.0,2023-01-01,0
139,Andrew,Moore,44.0,Male,Single,,Some College,Medical,1.0,9.9,2015-01-01,1
140,John,Hernandez,34.0,Male,Divorced,10.0,Master's,Life Sciences,1.0,9.0,2015-01-01,0
141,Patricia,Johnson,32.0,Female,Sngle,29.0,Master's,Medical,9.0,11.0,2016-01-01,0
142,Andrew,Thomas,51.0,Male,Married,2.0,BACHELOR'S,Marketing,2.0,14.0,2020-01-01,0
143,Steven,Taylor,34.0,Male,Single,7.0,Master's,Other,2.0,8.8,2017-12-31,0
144,David,Johnson,28.0,MALE,Married,2.0,Master's,Medical,5.0,5.5,,1
145,Dorothy,Williams,19.0,Female,SINGLE,3.0,No Degree,Medical,1.0,1.0,2023-01-01,0
147,Kenneth,Williams,34.0,Male,Married,1.0,Some College,Life Sciences,1.0,6.0,2017-12-31,0
148,Joseph,Gonzalez,34.0,MALE,Singel,4.0,Master's,Life Sciences,1.0,11.0,2014-01-01,0
150,Joseph,Jackson,31.0,Male,Married,7.0,Masteer,Life Science,3.0,14.3,2016-12-31,1
151,Kenneth,Johnson,53.0,Male,Married,4.0,Master's,Life Sciences,0.0,,2020-12-31,1
152,Kenneth,Williams,55.0,Male,Divorced,1.0,Master's,Medical,2.0,34.1,2016-12-31,0
153,Anthony,Jackson,35.0,Male,Married,19.0,Bachelor's,Life Sciences,3.0,9.0,2020-01-01,0
154,Andrew,Taylor,24.0,Male,Single,25.0,Bachelor,Life Sciences,1.0,1.1,2023-01-01,1
155,Lisa,Rodriguez,44.0,Female,divored,8.0,Master's,Life Sciences,8.0,19.0,2008-01-01,0
158,Matthew,Jones,39.0,Maale,Single,4.0,Bachelor's,Marketing,1.0,8.0,2016-01-01,1
159,Karen,Anderson,50.0,feMALE,Married,1.0,Bachelor's,Life Sciences,0.0,19.0,2006-01-01,0
160,Lisa,Williams,51.0,Female,Married,1.0,masters,Medical,4.0,27.0,2020-12-31,0
161,Mary,Anderson,,Female,Married,7.0,Some College,Medcial,1.0,13.0,2011-01-01,1
162,Kenneth,Jackson,31.0,Male,Married,5.0,No Degree,Life Sciences,6.0,8.8,2019-01-01,0
163,Linda,Williams,31.0,Female,singled,1.0,BACHELOR'S,Life Sciences,0.0,6.0,,0
164,Paul,Miller,35.0,MALE,Married,3.0,Bachelor's,Other,1.0,10.0,2014-01-01,0
165,Steven,Rodriguez,25.0,Maale,Divorced,2.0,No Degree,Marketing,0.0,5.5,2020-01-01,1
167,Robert,Davis,50.0,Mail,Married,3.0,Some College,Marketing,1.0,,2020-12-31,1
168,Daniel,Martinez,50.0,Male,Sngle,22.0,Doctoral/ Professional,Medical,1.0,35.2,1992-01-01,0
169,David,Anderson,35.0,Male,Single,4.0,Bachelor's,Technical Degree,0.0,9.9,2016-01-01,0
170,Paul,Martinez,22.0,male,Marrid,1.0,Some College,Life Sciences,6.0,4.0,2022-01-01,0
171,Kenneth,Taylor,37.0,Male,Divorced,5.0,Some College,Medical,7.0,8.0,2017-12-31,0
174,Barbara,Rodriguez,39.0,F,Single,1.0,Some College,Life Sciences,8.0,8.8,2017-12-31,1
175,Linda,Brown,45.0,Female,Married,26.0,Master's,Life Sciences,2.0,5.0,2023-01-01,1
176,Paul,Jones,39.0,Male,Married,6.0,Bachelor's,Medical,2.0,12.1,2016-12-31,0
178,Kenneth,Miller,42.0,Male,Married,5.0,Som College,Marketing,6.0,21.0,2023-01-01,0
179,Christopher,Miller,54.0,Male,Married,19.0,MASTER'S,Medical,2.0,17.6,2015-01-01,0
180,Charles,Taylor,30.0,Male,Maried,2.0,None,Marketing,0.0,4.0,2020-12-31,0
181,Donald,Rodriguez,35.0,Male,Single,7.0,Bachelor's,Other,3.0,17.0,,0
182,John,Williams,,mAle,divorced,1.0,Master's,Marketing,0.0,17.6,2008-12-31,0
183,Margaret,Rodriguez,32.0,Female,Married,4.0,Some College,Life Sciences,2.0,6.0,2020-01-01,0
184,Patricia,Smith,47.0,female,Married,3.0,Some College,Medical,4.0,10.0,2020-12-31,0
185,Christopher,Jones,45.0,Male,Married,23.0,Some College,LIFE SCIENCES,1.0,9.9,2015-01-01,0
186,Sarah,Garcia,32.0,Female,Single,,Bachelor's,Marketing,1.0,9.9,2015-01-01,0
187,Mark,Moore,51.0,Male,Marriied,8.0,Master's,Life Sciences,5.0,16.0,2014-01-01,0
188,Anthony,Moore,29.0,Male,Divorced,9.0,No Degree,Life Sciences,1.0,14.3,2011-01-01,0
190,Robert,Jones,35.0,Male,Divorced,11.0,SOME COLLEGE,Marketing,1.0,5.5,,0
191,Paul,Johnson,42.0,Male,Married,2.0,Bachelor's,Medicale,4.0,,2023-01-01,0
194,Anthony,Jones,38.0,Male,Married,1.0,Master's,Life Sciences,0.0,16.0,2008-12-31,0
195,John,Martinez,29.0,MALE,MARRIED,3.0,Master's,Medical,1.0,10.0,2014-01-01,0
196,Daniel,Johnson,,Male,Married,16.0,bachelors,Marketing,0.0,12.0,2012-12-31,0
197,Daniel,Miller,25.0,Male,Single,5.0,Bachelor's,Mrketing,1.0,6.6,2017-12-31,1
199,Nancy,Moore,25.0,Female,Maried,16.0,masters,Technical Degre,9.0,4.0,2022-01-01,0
201,William,Davis,40.0,Male,Divorced,28.0,Bachelor's,Other,3.0,20.0,2023-01-01,0
202,Elizabeth,Garcia,56.0,Female,Divorced,8.0,Bachelor's,Life Sciences,4.0,,2022-01-01,0
203,Anthony,Smith,28.0,Male,Single,1.0,Master's,Medical,0.0,5.0,2020-01-01,0
204,David,Hernandez,33.0,M,Single,8.0,Doctoral/Professional,Life Sciences,2.0,,2024-01-01,0
205,Anthony,Davis,45.0,Male,Single,29.0,Bachelor's,Medical,5.0,9.0,2017-12-31,0
206,Charles,Garcia,55.0,Male,DIVORCED,24.0,Some College,Life Sciences,3.0,12.0,2019-01-01,0
207,Michael,Gonzalez,43.0,mAle,Single,29.0,Bachleors,Medical,5.0,9.0,2017-12-31,0
208,Patricia,Thomas,31.0,Female,Married,29.0,Master's,Marketing,1.0,14.3,2012-01-01,0
209,Joseph,Miller,35.0,Male,Married,11.0,Some College,Medical,2.0,11.0,2020-01-01,1
210,Sandra,Lopez,37.0,Female,Singel,6.0,bachelor's,Life Sciences,4.0,9.0,2022-01-01,0
211,Thomas,Davis,,Male,Married,6.0,Master's,OTHER,4.0,18.7,2024-01-01,0
212,Joseph,Smith,49.0,Male,Married,2.0,Bachelor's,Marketing,2.0,14.0,2020-01-01,0
213,Richard,Gonzalez,33.0,Male,Single,1.0,Master's,Other,3.0,6.6,2020-12-31,0
214,Lisa,Rodriguez,35.0,Female,Married,10.0,Bachelor's,Life Sciences,1.0,16.0,2008-01-01,0
215,Robert,Rodriguez,46.0,M,Single,4.0,Bachelor's,Life Sciences,1.0,12.1,2014-01-01,0
216,Daniel,Taylor,28.0,Mail,Single,9.0,Som College,Medical,1.0,11.0,2014-01-01,0
217,Betty,Moore,28.0,Femaale,Married,8.0,Some College,Life Sciences,0.0,9.0,2016-01-01,0
218,Christopher,Smith,51.0,Male,Divorced,9.0,Bachelor's,Life Sciences,4.0,31.0,1995-01-01,0
220,David,Jackson,26.0,Male,Single,24.0,Some College,Technical Degree,1.0,10.0,2014-01-01,1
221,Charles,Johnson,,Maale,Maried,1.0,Bachelor's,Life Sciences,0.0,6.0,2019-01-01,0
222,Michael,Martin,26.0,Male,Single,29.0,Some College,Medical,8.0,7.7,2022-01-01,1
223,Margaret,Lopez,27.0,Female,Divorced,1.0,Bachleors,Medical,6.0,5.0,2020-12-31,1
224,Christopher,Wilson,40.0,Male,Married,8.0,Master's,Marketing,0.0,10.0,2015-01-01,0
226,Michael,Gonzalez,29.0,Male,Single,18.0,NO DEGREE,Medicale,1.0,4.4,2020-01-01,1
227,Andrew,Miller,55.0,Male,Married,4.0,Master's,Life Sciences,0.0,4.0,,1
228,Sarah,Johnson,49.0,Female,Married,14.0,Some College,Life Sciences,4.0,18.0,2016-12-31,0
230,Steven,Moore,26.0,Male,Married,1.0,Bachelor's,Life Sciences,1.0,5.5,2019-01-01,0
231,Richard,Lopez,27.0,Male,Married,1.0,Bachelor,Life Sciences,0.0,6.0,2019-01-01,0
232,Margaret,Williams,41.0,Female,Divorced,7.0,No Degree,Life Sciences,1.0,23.1,2003-01-01,0
233,Christopher,Martin,51.0,Male,Divorced,2.0,Some College,Medical,6.0,22.0,2007-01-01,0
234,Lisa,Brown,34.0,Female,Divorced,,Some College,Marketing,0.0,3.3,2022-01-01,1
235,Thomas,Taylor,29.0,Maale,Married,22.0,Masteer,Medical,1.0,10.0,2014-01-01,1
237,Lisa,Gonzalez,27.0,Female,Divorced,10.0,Bachelor's,Life Sciences,0.0,8.0,2016-12-31,0
238,Karen,Moore,48.0,Female,Married,2.0,Doctoral/Professional,Marketing,2.0,15.4,2015-01-01,0
239,William,Miller,25.0,M,Married,2.0,Master's,TECHNICAL DEGREE,1.0,6.6,2019-01-01,0
241,David,Martin,36.0,Male,Married,17.0,Some Collge,Marketing,2.0,13.2,2020-01-01,0
242,Andrew,Martinez,27.0,Male,Married,1.0,Master's,Medicale,9.0,4.4,2022-01-01,1
243,Matthew,Moore,44.0,Male,divored,7.0,Some College,Medical,6.0,13.0,2016-01-01,0
244,James,Martinez,37.0,Male,Marrid,4.0,No Degree,life sciences,,8.0,2017-12-31,0
245,Karen,Miller,49.0,Femle,singled,1.0,Master's,Medical,3.0,23.0,2011-01-01,0
246,Anthony,Jackson,40.0,Male,singled,2.0,Master's,Life Sciences,2.0,8.8,2022-01-01,0
247,Kenneth,Hernandez,24.0,Male,Married,18.0,No Degre,Life Sciences,0.0,6.0,2019-01-01,0
248,Mark,Anderson,45.0,Male,Single,1.0,Master's,Medicale,4.0,,2020-01-01,1
249,Mark,Miller,24.0,Male,Marrid,2.0,Bachelor's,Life Sciences,6.0,6.0,2020-12-31,1
250,Steven,Thomas,39.0,Male,Single,6.0,Bachelor's,Medical,2.0,20.0,2006-01-01,0
251,David,Williams,38.0,Male,Married,22.0,Some College,Marketing,2.0,8.0,2017-12-31,1
252,Thomas,Taylor,30.0,Male,Married,4.0,Master's,Medical,1.0,15.4,2009-12-31,1
253,Donna,Hernandez,,Female,Married,7.0,Some college,Marketing,7.0,35.0,2019-01-01,0
254,Jennifer,Davis,50.0,FEMALE,Divorced,17.0,Doctoral/Professional,LIFE SCIENCES,5.0,19.0,2009-12-31,1
255,Karen,Davis,29.0,Female,Divorced,4.0,Bachelor's,Medical,8.0,4.4,2022-01-01,0
256,Richard,Jones,37.0,Male,Married,6.0,Bachelor's,Medical,2.0,12.1,2016-12-31,0
257,James,Johnson,35.0,Male,divored,16.0,Master's,Marketing,4.0,9.0,2023-01-01,0
258,Jessica,Thomas,,female,Single,29.0,Master's,Medcial,9.0,10.0,2016-01-01,0
259,Donna,Williams,34.0,Female,Single,3.0,Some College,Life Sciences,5.0,6.0,2022-01-01,0
260,Mark,Wilson,40.0,Male,Maried,13.0,Bachelor's,Medicale,5.0,,2024-01-01,0
261,Emily,Miller,41.0,Femaale,Married,1.0,Bachelor's,Life Sciences,4.0,13.2,2019-01-01,0
264,William,Smith,26.0,Male,Single,4.0,Some College,Life Sciences,1.0,8.0,2016-01-01,0
265,Michael,Wilson,50.0,Male,Married,8.0,Master's,Marketing,7.0,4.4,2022-01-01,0
266,Joseph,Garcia,27.0,Male,Single,2.0,Bachelor's,Medical,2.0,6.6,2020-01-01,0
267,Dorothy,Anderson,36.0,feMALE,Married,3.0,BACHELOR'S,Medical,0.0,10.0,2015-01-01,0
268,John,Moore,36.0,Male,Divorced,9.0,Some College,Medical,2.0,13.0,2020-12-31,0
269,Jessica,Brown,,Female,Divorced,,Mastr's,Life Sciences,8.0,18.0,2016-01-01,0
271,Mark,Taylor,44.0,Male,Divorced,2.0,Some college,life sciences,3.0,,2015-01-01,0
272,Kimberly,Martin,40.0,Female,Divorced,2.0,No Degree,Medical,,16.5,2012-01-01,0
273,Lisa,Anderson,25.0,Female,singled,5.0,Some College,Life Siences,0.0,6.0,2019-01-01,0
274,Kenneth,Taylor,40.0,Male,MARRIED,9.0,Doctoral/Professional,Life Sciences,9.0,5.0,2020-12-31,0
275,Margaret,Moore,38.0,Female,Divorced,8.0,Bachelor's,Medical,1.0,,2004-01-01,0
277,Ashley,Anderson,40.0,Female,Maried,2.0,Some College,Life Sciences,4.0,7.0,2020-01-01,0
278,Charles,Davis,33.0,Male,Marriied,1.0,Bachelor's,Medical,4.0,5.0,2020-12-31,0
279,Charles,Taylor,26.0,Male,Single,2.0,Some College,Medical,7.0,8.0,2024-01-01,1
280,Ashley,Davis,43.0,Female,Single,,Master's,Life Sciences,0.0,9.0,2016-01-01,0
281,Sarah,Anderson,34.0,Female,Single,12.0,Doctoral/Professional,Medical,0.0,15.0,2009-12-31,0
283,Joseph,Rodriguez,54.0,Male,Single,7.0,Bachelor's,Life Sciences,,40.7,2017-12-31,0
284,Lisa,Hernandez,33.0,Female,Singel,1.0,Bachelor's,Medical,1.0,5.0,2019-01-01,1
285,Paul,Williams,44.0,Male,Single,17.0,Bachelor's,Life Sciences,2.0,6.0,2024-01-01,0
286,William,Jones,32.0,mAle,Single,5.0,Master's,Technical Degree,2.0,12.0,2016-12-31,0
287,Jessica,Gonzalez,34.0,Female,Married,1.0,Bachelor's,Life Sciences,5.0,7.0,2019-01-01,0
288,Barbara,Miller,30.0,feMALE,Single,9.0,Some College,Medical,7.0,10.0,2016-01-01,0
289,Robert,Wilson,20.0,Male,Married,1.0,some college,Life Sciences,6.0,4.4,2022-01-01,0
291,Paul,Anderson,54.0,Male,Married,5.0,Some College,Medical,4.0,24.0,2020-01-01,0
292,Margaret,Johnson,22.0,F,Single,15.0,Bachelor's,Medical,1.0,,2024-01-01,0
293,Susan,Wilson,35.0,feMALE,Single,1.0,Bachelor's,Life Sciences,1.0,17.0,2007-01-01,0
294,Matthew,Jackson,50.0,Male,Married,1.0,Some college,Life Sciences,2.0,28.6,2015-01-01,0
295,James,Jackson,48.0,Male,Single,2.0,Some college,Technical Degree,5.0,7.7,2023-01-01,0
297,Mary,Lopez,40.0,Female,Divorced,12.0,Bachelor's,Life Sciences,2.0,15.0,2016-12-31,0
298,Thomas,Gonzalez,,Male,married,8.0,Bachelor's,Life Sciences,0.0,6.0,2019-01-01,0
299,Margaret,Moore,16.0,Female,singled,10.0,Bachelor's,Medical,1.0,0.0,2024-01-01,0
300,Paul,Martin,33.0,Male,Single,1.0,Bachelor's,Medical,1.0,6.6,,0
301,Joseph,Thomas,43.0,Male,Married,15.0,Some College,Life Sciences,1.0,15.4,2009-12-31,0
302,Jessica,Rodriguez,30.0,feMALE,Divorced,5.0,Bachelor's,Technical degree,5.0,8.0,2020-12-31,0
303,Margaret,Thomas,31.0,Female,Divorced,2.0,No Degree,Medical,1.0,1.0,2023-01-01,0
304,Mary,Gonzalez,29.0,Female,Single,10.0,BACHELOR'S,Life Sciences,6.0,3.3,2024-01-01,1
305,Christopher,Gonzalez,56.0,Male,Divorced,2.0,Bachelor's,Medical,4.0,37.0,2008-01-01,0
306,Elizabeth,Anderson,52.0,Female,Marriied,22.0,Doctoral/Professional,Medical,3.0,39.6,2014-01-01,0
308,Kimberly,Smith,49.0,Female,Married,20.0,Master's,Medical,1.0,17.6,2008-12-31,0
309,Betty,Jackson,24.0,Female,Single,2.0,No Degre,Technical Degree,1.0,6.0,2017-12-31,0
311,Robert,Wilson,41.0,Male,Divorced,5.0,Some College,Life Siences,6.0,5.5,2023-01-01,1
